film_id;year;creator_id
1284;1994;12180
1285;1994;11134
1285;1994;11254
1285;1994;11666
1285;1994;11724
1285;1994;12174
1286;1994;11024
1286;1994;11140
1286;1994;11468
1286;1994;11861
1287;1994;11105
1287;1994;11231
1287;1994;11456
1287;1994;11730
1287;1994;11735
1287;1994;11811
1287;1994;12104
1288;1994;11006
1288;1994;11297
1288;1994;11524
1288;1994;11624
1288;1994;11899
1288;1994;12158
1289;1994;11040
1289;1994;11041
1289;1994;11146
1289;1994;11395
1289;1994;11422
1289;1994;11788
1289;1994;11842
1289;1994;12027
1289;1994;12168
1290;1995;11010
1290;1995;11123
1290;1995;11712
1290;1995;11852
1290;1995;11872
1290;1995;12005
1291;1995;11015
1291;1995;11096
1291;1995;11508
1291;1995;11840
1291;1995;12073
1292;1995;11152
1292;1995;11433
1292;1995;11470
1292;1995;11819
1292;1995;11828
1293;1995;11082
1293;1995;11107
1293;1995;12148
1294;1995;11206
1294;1995;11376
1294;1995;11403
1294;1995;11702
1294;1995;11857
1294;1995;11886
1294;1995;12073
1294;1995;12156
1295;1995;11082
1295;1995;11796
1295;1995;11951
1295;1995;12031
1295;1995;12123
1296;1995;11031
1296;1995;11140
1296;1995;11154
1296;1995;11521
1296;1995;11745
1296;1995;11784
1296;1995;11861
1296;1995;11932
1297;1995;11271
1297;1995;11294
1297;1995;11333
1297;1995;11620
1297;1995;11672
1297;1995;12141
1298;1995;11062
1298;1995;11127
1298;1995;11352
1298;1995;11433
1298;1995;11470
1298;1995;11635
1299;1995;11433
1299;1995;11714
1299;1995;12045
1299;1995;12106
1299;1995;12155
1300;1995;11082
1300;1995;11810
1300;1995;11858
1300;1995;11942
1300;1995;12066
1301;1995;11208
1301;1995;11284
1301;1995;11880
1302;1995;11154
1302;1995;11224
1302;1995;11388
1302;1995;11528
1303;1995;11123
1303;1995;11193
1303;1995;11263
1303;1995;11368
1303;1995;11376
1303;1995;11448
1303;1995;11473
1303;1995;11588
1303;1995;11590
1303;1995;11770
1303;1995;11856
1303;1995;11890
1303;1995;12079
1303;1995;12104
1304;1996;11206
1304;1996;11381
1304;1996;11446
1304;1996;11582
1304;1996;11623
1304;1996;12116
1305;1996;11219
1305;1996;11388
1305;1996;11393
1305;1996;11419
1305;1996;11745
1305;1996;11890
1305;1996;11909
1305;1996;12104
1305;1996;12111
1306;1996;11389
1306;1996;11852
1306;1996;12079
1307;1996;11093
1307;1996;11206
1307;1996;11649
1307;1996;11862
1307;1996;12123
1308;1996;11034
1308;1996;11916
1308;1996;12055
1308;1996;12079
1309;1996;11225
1309;1996;11307
1309;1996;11806
1309;1996;12031
1309;1996;12174
1310;1996;11093
1310;1996;11347
1310;1996;11786
1310;1996;11861
1310;1996;12008
1311;1996;11330
1311;1996;11613
1311;1996;11857
1311;1996;12070
1312;1996;11040
1312;1996;11146
1312;1996;11529
1312;1996;11548
1312;1996;11840
1312;1996;12009
1313;1996;11214
1313;1996;11356
1313;1996;11368
1313;1996;11680
1313;1996;11722
1313;1996;11842
1314;1996;11138
1314;1996;11368
1314;1996;11450
1314;1996;11899
1314;1996;12158
1315;1996;11030
1315;1996;11076
1315;1996;11143
1315;1996;11341
1315;1996;11353
1315;1996;11426
1315;1996;11433
1315;1996;11486
1315;1996;11515
1315;1996;11541
1315;1996;11660
1315;1996;11714
1315;1996;11738
1315;1996;11749
1315;1996;11809
1315;1996;11842
1315;1996;11986
1315;1996;12030
1315;1996;12034
1315;1996;12045
1315;1996;12072
1315;1996;12118
1315;1996;12155
1316;1996;11237
1316;1996;11388
1316;1996;12079
1317;1997;11010
1317;1997;11579
1317;1997;11586
1317;1997;11820
1317;1997;11852
1317;1997;12005
1318;1997;11082
1318;1997;11409
1318;1997;11857
1318;1997;11951
1318;1997;12116
1319;1997;11297
1319;1997;11368
1319;1997;11468
1319;1997;11588
1319;1997;12150
1320;1997;11117
1320;1997;11620
1320;1997;11655
1320;1997;11745
1320;1997;11842
1320;1997;11963
1320;1997;12104
1321;1997;11014
1321;1997;11381
1321;1997;11880
1321;1997;12031
1322;1997;11206
1322;1997;11620
1322;1997;11840
1322;1997;12079
1323;1997;11001
1323;1997;11214
1323;1997;11224
1323;1997;11356
1323;1997;11612
1323;1997;11726
1323;1997;11797
1323;1997;12146
1324;1997;11368
1324;1997;11472
1324;1997;11522
1324;1997;11745
1324;1997;11856
1324;1997;12085
1325;1997;11344
1325;1997;11446
1325;1997;11807
1325;1997;11935
1326;1997;11315
1326;1997;11376
1326;1997;11381
1326;1997;11528
1326;1997;11611
1327;1997;11033
1327;1997;11175
1327;1997;11179
1327;1997;11311
1327;1997;11568
1328;1997;11149
1328;1997;11200
1328;1997;11301
1328;1997;11376
1328;1997;11876
1329;1997;11381
1329;1997;11440
1329;1997;11559
1329;1997;11620
1329;1997;11649
1329;1997;11657
1329;1997;11720
1329;1997;11842
1329;1997;12116
1330;1997;11468
1330;1997;11636
1330;1997;12150
1331;1997;11268
1331;1997;11543
1331;1997;11573
1331;1997;11850
1331;1997;11926
1331;1997;12087
1332;1998;11065
1332;1998;11220
1332;1998;11585
1332;1998;11699
1332;1998;11753
1332;1998;12051
1333;1998;11275
1333;1998;11453
1333;1998;11920
1333;1998;12052
1333;1998;12097
1334;1998;11048
1334;1998;11372
1334;1998;11793
1334;1998;11837
1334;1998;11893
1334;1998;11949
1334;1998;11950
1334;1998;11953
1334;1998;11958
1334;1998;11964
1334;1998;11966
1334;1998;11968
1334;1998;11972
1334;1998;11980
1334;1998;11991
1334;1998;11995
1334;1998;11998
1334;1998;12049
1334;1998;12102
1335;1998;11344
1335;1998;11393
1335;1998;11637
1335;1998;11780
1335;1998;11854
1335;1998;12049
1335;1998;12138
1335;1998;12159
1336;1998;11082
1336;1998;11105
1336;1998;11206
1336;1998;11381
1336;1998;11456
1336;1998;11611
1336;1998;11620
1336;1998;11745
1336;1998;11772
1336;1998;11902
1336;1998;11913
1336;1998;12056
1336;1998;12116
1337;1998;11073
1337;1998;11180
1337;1998;11452
1337;1998;11782
1337;1998;12056
1338;1998;11232
1338;1998;11322
1338;1998;11714
1338;1998;12086
1339;1998;11029
1339;1998;11343
1339;1998;11645
1339;1998;11933
1339;1998;12007
1340;1998;11143
1340;1998;11388
1340;1998;11426
1340;1998;11477
1340;1998;11611
1340;1998;11714
1340;1998;11842
1341;1998;11388
1341;1998;11433
1341;1998;11851
1341;1998;11910
1341;1998;12101
1343;1998;11162
1343;1998;11198
1343;1998;11210
1343;1998;11349
1343;1998;11779
1343;1998;11908
1343;1998;12073
1344;1998;11306
1344;1998;11376
1344;1998;11542
1344;1998;11886
1345;1998;11062
1345;1998;11246
1345;1998;11352
1345;1998;11821
1346;1998;11156
1346;1998;11610
1346;1998;11727
1346;1998;11843
1346;1998;12118
1347;1998;11013
1347;1998;11458
1347;1998;11485
1347;1998;11508
1347;1998;11636
1347;1998;11695
1347;1998;11840
1347;1998;12158
1348;1998;11075
1348;1998;11255
1348;1998;11656
1348;1998;11713
1348;1998;11938
1348;1998;12069
1349;1998;11143
1349;1998;11193
1349;1998;11770
1351;1999;11154
1351;1999;11237
1351;1999;11388
1351;1999;11890
1352;1999;11201
1352;1999;11263
1352;1999;11655
1352;1999;11745
1352;1999;11886
1352;1999;12104
1353;1999;11143
1353;1999;11174
1353;1999;11193
1353;1999;11669
1353;1999;11770
1354;1999;11405
1354;1999;11525
1354;1999;11976
1354;1999;12083
1355;1999;11515
1355;1999;12023
1355;1999;12076
1356;1999;11295
1356;1999;11619
1356;1999;11620
1356;1999;11765
1356;1999;12018
1357;1999;11169
1357;1999;11344
1357;1999;11568
1357;1999;11864
1358;1999;11208
1358;1999;11322
1358;1999;11463
1358;1999;11526
1358;1999;11559
1358;1999;11653
1358;1999;11703
1358;1999;11885
1358;1999;12010
1359;1999;11302
1359;1999;11400
1359;1999;11610
1359;1999;12020
1360;1999;11433
1360;1999;11455
1360;1999;11729
1360;1999;11910
1360;1999;12101
1361;1999;11067
1361;1999;11512
1361;1999;11649
1361;1999;11770
1361;1999;12009
1362;1999;11054
1362;1999;11368
1362;1999;11688
1362;1999;11770
1362;1999;11997
1362;1999;12116
1363;1999;11191
1363;1999;11375
1363;1999;11388
1363;1999;12041
1363;1999;12117
1364;1999;11033
1364;1999;11175
1364;1999;11181
1364;1999;11311
1364;1999;11568
1365;1999;11154
1365;1999;11226
1365;1999;11326
1365;1999;11388
1365;1999;11623
1365;1999;11913
1366;1999;11023
1366;1999;11086
1366;1999;11322
1366;1999;12110
1367;1999;11178
1367;1999;11405
1367;1999;11601
1367;1999;11638
1367;1999;11748
1367;1999;11790
1367;1999;11970
1368;1999;11465
1368;1999;11480
1368;1999;11568
1368;1999;11777
1368;1999;12171
1369;1999;11130
1369;1999;11283
1369;1999;11936
1369;1999;12147
1370;1999;11085
1370;1999;11258
1370;1999;11388
1370;1999;11542
1370;1999;11890
1370;1999;12049
1371;1999;11063
1371;1999;11325
1371;1999;11344
1371;1999;11376
1371;1999;11528
1371;1999;11859
1372;1999;11091
1372;1999;11572
1372;1999;11617
1372;1999;11655
1372;1999;11745
1372;1999;11825
1372;1999;11890
1372;1999;12116
1373;1999;11383
1373;1999;11466
1373;1999;11698
1373;1999;11704
1373;1999;11813
1373;1999;12082
1374;1999;11143
1374;1999;11388
1374;1999;11581
1374;1999;11745
1374;1999;11823
1375;1999;11110
1375;1999;11418
1375;1999;11504
1375;1999;11527
1375;1999;11846
1375;1999;12103
1376;1999;11194
1376;1999;11209
1376;1999;11294
1376;1999;11524
1376;1999;11537
1376;1999;11567
1376;1999;11620
1376;1999;11665
1376;1999;11737
1376;1999;11802
1376;1999;12178
1377;1999;11016
1377;1999;11064
1377;1999;12164
1378;1999;11986
1380;2000;11155
1380;2000;11208
1380;2000;11589
1380;2000;11593
1380;2000;11594
1380;2000;11632
1380;2000;11702
1380;2000;11712
1380;2000;11890
1381;2000;11020
1381;2000;11050
1381;2000;11460
1381;2000;11472
1381;2000;11545
1381;2000;11838
1381;2000;12041
1381;2000;12047
1382;2000;11120
1382;2000;11315
1382;2000;11568
1382;2000;11871
1382;2000;12117
1383;2000;11194
1383;2000;11238
1383;2000;11294
1383;2000;11801
1383;2000;12178
1384;2000;11143
1384;2000;11206
1384;2000;11449
1384;2000;11669
1384;2000;11821
1385;2000;11208
1385;2000;11284
1385;2000;11368
1385;2000;11454
1385;2000;11899
1386;2000;11054
1386;2000;11272
1386;2000;11533
1386;2000;11752
1386;2000;12006
1387;2000;11062
1387;2000;11075
1387;2000;11148
1387;2000;11255
1387;2000;11667
1387;2000;11713
1387;2000;11771
1387;2000;12069
1388;2000;11314
1388;2000;11437
1388;2000;11896
1388;2000;11910
1388;2000;12006
1388;2000;12129
1388;2000;12164
1389;2000;11191
1389;2000;11206
1389;2000;11344
1389;2000;11610
1389;2000;11727
1390;2000;11115
1390;2000;11637
1390;2000;11815
1390;2000;11861
1390;2000;11904
1390;2000;12154
1391;2000;11035
1391;2000;11062
1391;2000;11236
1391;2000;11352
1391;2000;11821
1392;2000;11020
1392;2000;11263
1392;2000;11294
1392;2000;11333
1392;2000;11607
1392;2000;11634
1392;2000;11802
1392;2000;12072
1393;2000;11394
1393;2000;11482
1393;2000;11610
1393;2000;11727
1393;2000;11925
1393;2000;12115
1394;2000;11160
1394;2000;11388
1394;2000;11474
1394;2000;11542
1394;2000;11854
1394;2000;12041
1395;2000;11200
1395;2000;11313
1395;2000;11783
1395;2000;12116
1396;2000;11286
1396;2000;11339
1396;2000;11511
1396;2000;11756
1396;2000;12100
1397;2000;11075
1397;2000;11255
1397;2000;11568
1397;2000;11771
1397;2000;12069
1398;2000;11104
1398;2000;11891
1398;2000;12181
1399;2000;11218
1399;2000;11532
1399;2000;11552
1399;2000;11934
1399;2000;12152
1400;2000;11013
1400;2000;11079
1400;2000;11485
1400;2000;11508
1400;2000;11584
1400;2000;11840
1400;2000;12058
1401;2000;11388
1401;2000;11433
1401;2000;11728
1401;2000;11910
1401;2000;12101
1402;2000;11143
1402;2000;11174
1402;2000;11193
1402;2000;11669
1402;2000;11770
1403;2000;11468
1403;2000;11636
1403;2000;11914
1403;2000;12150
1404;2000;11231
1404;2000;11309
1404;2000;11456
1404;2000;11583
1404;2000;11694
1404;2000;11714
1404;2000;11730
1404;2000;11811
1404;2000;12056
1404;2000;12090
1404;2000;12104
1404;2000;12132
1404;2000;12160
1404;2000;12177
1405;2000;11379
1405;2000;11457
1405;2000;11542
1405;2000;11859
1405;2000;12117
1406;2001;11107
1406;2001;11388
1406;2001;11603
1406;2001;11633
1406;2001;11719
1406;2001;11842
1406;2001;12041
1406;2001;12042
1406;2001;12072
1406;2001;12073
1407;2001;11224
1407;2001;11313
1407;2001;11579
1407;2001;11866
1407;2001;12116
1408;2001;11328
1408;2001;11556
1408;2001;12028
1409;2001;11062
1409;2001;11148
1409;2001;11332
1409;2001;11352
1409;2001;11821
1410;2001;11010
1410;2001;11579
1410;2001;11636
1410;2001;11852
1410;2001;12005
1411;2001;11079
1411;2001;11345
1411;2001;11508
1411;2001;11584
1411;2001;11840
1411;2001;12112
1412;2001;11206
1412;2001;11326
1412;2001;11348
1412;2001;11388
1412;2001;11610
1412;2001;11727
1412;2001;11879
1412;2001;11913
1412;2001;12147
1413;2001;11198
1413;2001;11349
1413;2001;12121
1414;2001;11446
1415;2001;11388
1415;2001;11475
1415;2001;11756
1415;2001;12049
1416;2001;11140
1416;2001;11206
1416;2001;11253
1416;2001;11322
1416;2001;11531
1416;2001;12007
1417;2001;11012
1417;2001;11575
1417;2001;11859
1418;2001;11225
1418;2001;11307
1418;2001;11309
1418;2001;11705
1418;2001;11806
1419;2001;11330
1419;2001;11354
1419;2001;11385
1419;2001;11695
1419;2001;11857
1420;2001;11393
1420;2001;11620
1420;2001;11637
1420;2001;11756
1420;2001;12150
1421;2001;11044
1421;2001;11188
1421;2001;11202
1421;2001;11366
1421;2001;11629
1421;2001;11675
1421;2001;11929
1422;2001;11042
1422;2001;11428
1422;2001;11536
1422;2001;11899
1422;2001;12148
1423;2001;11047
1423;2001;11555
1423;2001;11568
1423;2001;11604
1423;2001;11769
1423;2001;11882
1424;2001;11399
1424;2001;11628
1424;2001;11723
1424;2001;11865
1424;2001;12081
1425;2001;11159
1425;2001;11385
1425;2001;11623
1425;2001;11712
1425;2001;11866
1426;2002;11048
1426;2002;11568
1426;2002;11771
1426;2002;12102
1427;2002;11465
1427;2002;11480
1427;2002;11568
1427;2002;11760
1427;2002;11988
1427;2002;12163
1428;2002;11084
1428;2002;11292
1428;2002;11736
1428;2002;11781
1428;2002;11977
1428;2002;12003
1429;2002;11102
1429;2002;11376
1429;2002;11622
1429;2002;11702
1429;2002;11756
1430;2002;11066
1430;2002;11637
1430;2002;11651
1430;2002;11871
1430;2002;11999
1430;2002;12058
1431;2002;11259
1431;2002;11391
1432;2002;11113
1432;2002;11194
1432;2002;11376
1432;2002;11403
1432;2002;11702
1432;2002;11886
1432;2002;12039
1432;2002;12104
1433;2002;11269
1433;2002;11276
1433;2002;11388
1433;2002;11756
1433;2002;12108
1434;2002;11220
1434;2002;11482
1434;2002;11613
1434;2002;11804
1434;2002;11840
1434;2002;12080
1435;2002;11095
1435;2002;11344
1435;2002;11610
1435;2002;11727
1435;2002;11910
1436;2002;11065
1436;2002;11388
1436;2002;11613
1436;2002;11840
1436;2002;12123
1437;2002;11054
1437;2002;11145
1437;2002;11637
1437;2002;11682
1437;2002;11840
1437;2002;11883
1438;2002;11022
1438;2002;11208
1438;2002;11462
1438;2002;11613
1438;2002;11731
1438;2002;11856
1439;2002;11020
1439;2002;11344
1439;2002;11351
1439;2002;11545
1439;2002;11863
1440;2002;11063
1440;2002;11080
1440;2002;11086
1440;2002;11322
1440;2002;11419
1440;2002;12031
1441;2002;11143
1441;2002;11174
1441;2002;11193
1441;2002;11669
1441;2002;11770
1442;2002;11011
1442;2002;11049
1442;2002;11081
1442;2002;11201
1442;2002;11432
1442;2002;11542
1442;2002;11886
1442;2002;12104
1443;2002;11171
1443;2002;11176
1443;2002;11207
1443;2002;11221
1443;2002;11434
1443;2002;11608
1443;2002;11637
1443;2002;11838
1443;2002;12183
1444;2002;11009
1444;2002;11662
1444;2002;11829
1444;2002;12087
1445;2002;11112
1445;2002;11658
1445;2002;11789
1445;2002;12094
1446;2002;11309
1446;2002;11451
1446;2002;11636
1446;2002;11759
1447;2002;11168
1447;2002;11405
1447;2002;11674
1447;2002;11853
1447;2002;11970
1448;2002;11006
1448;2002;11277
1448;2002;11579
1448;2002;11899
1448;2002;12123
1449;2002;11065
1449;2002;11071
1449;2002;11610
1449;2002;11671
1449;2002;11727
1449;2002;12049
1450;2002;11356
1450;2002;11376
1450;2002;11462
1450;2002;11712
1450;2002;11750
1451;2002;11143
1451;2002;11669
1451;2002;11823
1452;2002;11220
1452;2002;11425
1452;2002;11513
1452;2002;11637
1452;2002;11894
1453;2002;11063
1453;2002;11068
1453;2002;11578
1453;2002;11829
1453;2002;11955
1453;2002;12148
1454;2002;11143
1454;2002;11426
1454;2002;11689
1454;2002;11842
1455;2002;11173
1455;2002;11297
1455;2002;11834
1455;2002;12135
1456;2002;11140
1456;2002;11154
1456;2002;11206
1456;2002;11512
1456;2002;11531
1456;2002;11842
1457;2002;11115
1457;2002;11468
1457;2002;11636
1457;2002;12058
1458;2003;11154
1458;2003;11326
1458;2003;11613
1458;2003;11840
1459;2003;11020
1459;2003;11574
1459;2003;11805
1459;2003;12118
1460;2003;11025
1460;2003;11248
1460;2003;11286
1460;2003;11301
1460;2003;11339
1460;2003;11344
1460;2003;11351
1460;2003;11367
1460;2003;11379
1460;2003;11457
1460;2003;11475
1460;2003;11487
1460;2003;11511
1460;2003;11542
1460;2003;11751
1460;2003;11755
1460;2003;11844
1460;2003;11892
1460;2003;12041
1460;2003;12049
1460;2003;12063
1461;2003;11245
1461;2003;11397
1461;2003;11493
1461;2003;11542
1461;2003;11658
1461;2003;11884
1461;2003;12038
1462;2003;11368
1462;2003;11472
1462;2003;11770
1462;2003;12150
1463;2003;11356
1463;2003;11422
1463;2003;11663
1463;2003;11856
1464;2003;11208
1464;2003;11273
1464;2003;11297
1464;2003;11368
1464;2003;11880
1464;2003;12163
1465;2003;11160
1465;2003;11368
1465;2003;11854
1466;2003;11208
1466;2003;11404
1466;2003;11669
1466;2003;11880
1467;2004;11112
1467;2004;11658
1467;2004;11910
1467;2004;12150
1468;2004;11191
1468;2004;11375
1468;2004;11610
1468;2004;11727
1468;2004;12163
1469;2004;11117
1469;2004;11655
1469;2004;11842
1469;2004;11963
1469;2004;12104
1470;2004;11040
1470;2004;11041
1470;2004;11146
1470;2004;11600
1470;2004;11606
1470;2004;11840
1470;2004;12108
1471;2004;11111
1471;2004;11358
1471;2004;11520
1471;2004;11629
1471;2004;11676
1471;2004;11700
1471;2004;11892
1471;2004;12115
1472;2004;11343
1472;2004;11475
1472;2004;11637
1472;2004;11756
1472;2004;12049
1473;2004;11186
1473;2004;11467
1473;2004;11591
1473;2004;11744
1473;2004;11935
1473;2004;12170
1474;2004;11360
1474;2004;11535
1474;2004;11834
1474;2004;11947
1474;2004;12122
1475;2004;11142
1475;2004;11159
1475;2004;11208
1475;2004;11358
1475;2004;11414
1475;2004;11520
1475;2004;11579
1475;2004;11741
1475;2004;11742
1475;2004;11871
1476;2004;11168
1476;2004;11405
1476;2004;11638
1476;2004;11901
1476;2004;11970
1477;2004;11413
1477;2004;11429
1477;2004;11543
1477;2004;12037
1478;2004;11414
1478;2004;11448
1478;2004;11468
1478;2004;12031
1479;2004;11318
1479;2004;11370
1479;2004;11622
1479;2004;11702
1479;2004;11860
1479;2004;12075
1480;2004;11294
1480;2004;11333
1480;2004;11555
1480;2004;11852
1480;2004;12072
1481;2004;11183
1481;2004;11224
1481;2004;11670
1481;2004;11866
1481;2004;12115
1482;2004;11170
1482;2004;11433
1482;2004;11561
1482;2004;11715
1482;2004;11888
1482;2004;11910
1482;2004;12058
1483;2004;11093
1483;2004;11206
1483;2004;11346
1483;2004;11715
1483;2004;11823
1483;2004;12123
1484;2005;11067
1484;2005;11098
1484;2005;11579
1484;2005;11767
1484;2005;12048
1484;2005;12116
1485;2005;11278
1485;2005;11392
1485;2005;11454
1485;2005;11655
1485;2005;11734
1485;2005;11884
1485;2005;12117
1486;2005;11182
1486;2005;11456
1486;2005;11837
1487;2005;11214
1487;2005;11356
1487;2005;11551
1487;2005;11636
1487;2005;11856
1488;2005;11215
1488;2005;11528
1488;2005;11601
1488;2005;11621
1488;2005;11668
1488;2005;11899
1488;2005;11970
1488;2005;12122
1489;2005;11286
1489;2005;11339
1489;2005;11456
1489;2005;11751
1489;2005;12041
1489;2005;12117
1490;2005;11159
1490;2005;11712
1490;2005;11866
1490;2005;12116
1491;2005;11149
1491;2005;11200
1491;2005;11252
1491;2005;11313
1491;2005;11910
1491;2005;12116
1492;2005;11346
1492;2005;11962
1492;2005;12149
1493;2005;11068
1493;2005;11139
1493;2005;11172
1493;2005;11636
1493;2005;11767
1493;2005;12055
1494;2005;11051
1494;2005;11337
1494;2005;11529
1494;2005;11544
1494;2005;11587
1494;2005;11637
1494;2005;11854
1495;2005;11154
1495;2005;11326
1495;2005;11448
1495;2005;11558
1495;2005;11704
1495;2005;11840
1496;2005;11378
1496;2005;11711
1496;2005;11830
1496;2005;11979
1496;2005;12169
1497;2005;11044
1497;2005;11366
1497;2005;11482
1497;2005;11629
1497;2005;11675
1497;2005;11836
1498;2005;11062
1498;2005;11148
1498;2005;11352
1498;2005;11821
1499;2005;11344
1499;2005;11490
1499;2005;11644
1499;2005;11675
1499;2005;11835
1500;2005;11075
1500;2005;11255
1500;2005;11568
1500;2005;11570
1500;2005;11771
1500;2005;12069
1501;2005;11295
1501;2005;11568
1501;2005;11771
1501;2005;12102
1502;2005;11073
1502;2005;11308
1502;2005;11528
1502;2005;11575
1502;2005;11783
1502;2005;11946
1503;2005;11208
1503;2005;11424
1503;2005;11791
1504;2005;11159
1504;2005;11385
1504;2005;11712
1504;2005;11866
545;2006;11368
545;2006;11405
545;2006;11496
545;2006;11770
545;2006;11970
1506;2006;11568
1506;2006;11856
1506;2006;11992
1507;2006;11068
1507;2006;11115
1507;2006;11768
1507;2006;12115
1508;2006;11160
1508;2006;11358
1508;2006;11520
1508;2006;11629
1508;2006;11675
1508;2006;11884
1508;2006;12117
1509;2006;11049
1509;2006;11696
1509;2006;11945
1509;2006;12063
1509;2006;12072
1509;2006;12116
1510;2006;11043
1510;2006;11135
1510;2006;11202
1510;2006;11321
1510;2006;11385
1510;2006;11562
1510;2006;11863
1510;2006;12006
1510;2006;12063
1510;2006;12115
1511;2006;11093
1511;2006;11503
1511;2006;11564
1511;2006;11823
1511;2006;12086
1511;2006;12123
1512;2006;11115
1512;2006;11482
1512;2006;12115
1513;2006;11468
1513;2006;11636
1513;2006;12031
1514;2006;11099
1514;2006;11578
1514;2006;11880
1514;2006;12024
1514;2006;12025
1515;2006;11022
1515;2006;11068
1515;2006;11139
1515;2006;11158
1515;2006;11482
1515;2006;11631
1515;2006;11726
1515;2006;11839
1515;2006;11944
1515;2006;12055
1515;2006;12179
1516;2006;11010
1516;2006;11448
1516;2006;11563
1516;2006;11712
1516;2006;11866
1516;2006;12005
1516;2006;12163
1517;2006;11154
1517;2006;11658
1517;2006;11933
1518;2006;11448
1518;2006;11473
1518;2006;11824
1518;2006;11866
1518;2006;11931
1518;2006;11973
1518;2006;12102
1518;2006;12144
1518;2006;12146
1519;2006;11222
1519;2006;11363
1519;2006;11681
1519;2006;11838
1519;2006;12043
1520;2006;11141
1520;2006;11433
1520;2006;11448
1520;2006;11866
1520;2006;12058
1521;2006;11021
1521;2006;11128
1521;2006;11305
1521;2006;11568
1521;2006;11933
1521;2006;12037
1522;2006;11255
1522;2006;11652
1522;2006;11659
1522;2006;11834
1522;2006;11989
1522;2006;12054
1522;2006;12150
1522;2006;12165
1523;2006;11029
1523;2006;11553
1523;2006;11757
1523;2006;12007
1523;2006;12063
1524;2006;11173
1524;2006;11834
1524;2006;11838
1524;2006;12069
1524;2006;12151
1524;2006;12165
1525;2006;11174
1525;2006;11193
1525;2006;11579
1525;2006;11770
1525;2006;11816
1525;2006;12072
1526;2006;11198
1526;2006;11684
1526;2006;11940
1526;2006;12086
1527;2006;11228
1527;2006;11830
1527;2006;12061
1527;2006;12130
1528;2006;11275
1528;2006;11345
1528;2006;11924
1528;2006;12097
1529;2006;11197
1529;2006;11281
1529;2006;11379
1529;2006;11457
1529;2006;11484
1529;2006;11595
1529;2006;11685
1529;2006;11701
1529;2006;11884
1529;2006;12041
1529;2006;12143
1530;2006;11414
1530;2006;11440
1530;2006;11448
1530;2006;11601
1530;2006;11842
1530;2006;12116
1531;2006;11295
1531;2006;11568
1531;2006;11771
1531;2006;12102
1532;2006;11027
1532;2006;11373
1532;2006;11663
1532;2006;11912
1532;2006;11987
1532;2006;12148
1533;2007;11082
1533;2007;11409
1533;2007;11613
1533;2007;11840
1533;2007;12123
1533;2007;12163
1534;2007;11252
1534;2007;11636
1534;2007;11767
1534;2007;11982
1534;2007;12115
1535;2007;11118
1535;2007;11316
1535;2007;11710
1535;2007;11896
1535;2007;12117
1536;2007;11026
1536;2007;11685
1536;2007;11701
1536;2007;11803
1536;2007;11907
1536;2007;12146
1537;2007;11078
1537;2007;11085
1537;2007;11677
1537;2007;11855
1537;2007;12162
1538;2007;11029
1538;2007;11154
1538;2007;11553
1538;2007;11771
1539;2007;11109
1539;2007;11240
1539;2007;11376
1539;2007;11430
1539;2007;11664
1539;2007;11859
1539;2007;12108
1540;2007;11149
1540;2007;11200
1540;2007;11376
1540;2007;11431
1540;2007;11910
1541;2007;11658
1541;2007;11871
1541;2007;11895
1541;2007;11978
1541;2007;12136
1542;2007;11128
1542;2007;11160
1542;2007;11535
1542;2007;11683
1542;2007;11884
1542;2007;12117
1543;2007;11143
1543;2007;11172
1543;2007;11216
1543;2007;11426
1543;2007;11712
1543;2007;11910
1544;2007;11141
1544;2007;11224
1544;2007;11670
1544;2007;11844
1544;2007;12055
1545;2007;11303
1545;2007;11482
1545;2007;11636
1545;2007;11767
1545;2007;11984
1546;2007;11350
1546;2007;11535
1546;2007;11675
1546;2007;11834
1546;2007;11985
1546;2007;12122
1547;2007;11265
1547;2007;11475
1547;2007;11520
1547;2007;11547
1547;2007;11626
1547;2007;11629
1547;2007;11686
1547;2007;11690
1547;2007;11756
1547;2007;12049
1548;2007;11116
1548;2007;11187
1548;2007;11212
1548;2007;11547
1548;2007;11613
1548;2007;11626
1548;2007;11678
1548;2007;11687
1548;2007;11764
1548;2007;12140
1548;2007;12151
1549;2007;11272
1549;2007;11456
1549;2007;11811
1549;2007;12104
1550;2007;11112
1550;2007;11344
1550;2007;11652
1550;2007;11658
1550;2007;11659
1550;2007;11775
1550;2007;11874
1550;2007;12043
1551;2007;11217
1551;2007;11433
1551;2007;11557
1551;2007;11875
1551;2007;11896
1551;2007;12058
1552;2007;11413
1552;2007;11917
1552;2007;12029
1552;2007;12176
1553;2007;11267
1553;2007;12127
1554;2007;11101
1554;2007;11448
1554;2007;11751
1554;2007;11924
1554;2007;12030
1554;2007;12053
1554;2007;12145
1555;2007;11420
1555;2007;11489
1555;2007;11565
1555;2007;11807
1555;2007;12077
1555;2007;12153
1556;2007;11344
1556;2007;11465
1556;2007;11568
1556;2007;11800
1556;2007;11893
1557;2007;11456
1557;2007;11598
1557;2007;11691
1557;2007;11725
1557;2007;11730
1557;2007;11739
1557;2007;11811
1557;2007;12078
1557;2007;12147
1558;2007;11401
1558;2007;11488
1558;2007;11636
1558;2007;11767
1558;2007;12101
1558;2007;12123
1559;2007;11065
1559;2007;11216
1559;2007;11637
1559;2007;11840
1559;2007;12163
